"mean_empirical","mean_robust","mean_train","mean_test","sdev_empirical","sdev_robust","sdev_train","sdev_test"
0.00202085993619261,0.00247226863600867,-0.00276329226668354,0.00658733425115342,0.0052449627708404,0.0051888058324375,0.016577200840416,0.00828370454918955
-0.00115267313388541,-0.00117728960017823,-0.000943177492950261,0.00275428415017743,0.00657367189486437,0.00618997176048622,0.00277960742277278,0.00704393817498166
-0.000465193721118748,-0.000501444606474391,-0.000208836174861844,0.00543080581767122,0.00924914339633604,0.011099454933069,0.00535470898865459,0.0109338385394789
-0.00011287823083081,0.000320045845521999,0.0022022224732046,0.000395103612094191,0.012036355335511,0.00982516371054133,0.00922313277118133,0.015683489866761
0.00295492564026878,0.00254126018210353,0.00129204915847397,0.00164629783477714,0.00655133024148916,0.00717270725570539,0.00241522113520128,0.00943196870791101
0.00327831248581844,0.00119992166982421,0.00326555321347157,0.000208889535077478,0.0113315941401672,0.00530784555899721,0.00340426596811343,0.0126781629767475
-0.00138223103073341,-0.00145080267861818,0.0058889346924221,-0.00361161973346023,0.0156897874917422,0.0202848923935639,0.00389556542327096,0.012055078977893
0.00207186310608744,0.00110135245822575,0.00268965899027714,0.00251261436313059,0.0104323666475491,0.0101760307937291,0.00368367084916358,0.0052497586598439
-0.000628589219642146,-6.97774158479952e-05,0.00136707579074827,-0.00289176056655643,0.0168150405916394,0.0150593620442771,0.00582497146253103,0.0122862287535197
0.0019485387227685,0.00269416187150595,0.00349985184769824,-0.000591482043162904,0.00788694275864184,0.00776261080237232,0.0043033435433094,0.00641290396973326
-0.00217855799396347,-0.0019936131912512,-0.00617884293095089,0.0122066806428279,0.0145191640918748,0.0116705927057171,0.00790235714319388,0.0115048384815253
-0.000743132206090074,-0.000788957345394011,0.000538893519246838,0.010265104952557,0.00619729838848278,0.00597215218798549,0.00377702881077567,0.00856928820086508
0.00093293832427254,0.0011874583864414,0.0022466053238424,0.000471166748006865,0.008519706865918,0.00961504544841066,0.00294786434676481,0.00845852973978017
4.88026441352355e-05,-0.00030012674134223,0.00125708554986291,0.00243407124324979,0.00519168006635721,0.00591935884453915,0.00294678395332446,0.00848194230372634
-0.00185161091648481,-0.00221071694533883,0.000458849542846667,0.00598366390415166,0.00496931922254544,0.00409218309133412,0.00278856144123503,0.0052800912748717
-0.00375453300297013,-0.00386715378974383,0.00426156857051871,-0.000390369334215491,0.00626072027807119,0.00670794378547736,0.00440994813993756,0.00729707900935465
-0.00307215460439376,-0.00293397999605691,0.00235183004283711,0.00142270568335398,0.00682547862307703,0.00599159052286248,0.00294447776223473,0.0077504757985108
0.00186311983689533,0.000542678398086257,0.00363632693267069,0.00209874023777321,0.0153639975494636,0.0175431747654517,0.00625277160296052,0.00771135069838748
-0.00179526529716048,-0.00251770915888238,0.00384191638089285,0.00180904149474057,0.00842314644931381,0.0107362596775241,0.00319071451497666,0.0096619260149228
-0.000883683537565868,-0.00137076360143685,0.00207543173720776,0.00165017340022991,0.00751402161850724,0.00867466823613538,0.00350888626959554,0.00714778678979887
0.00459670059537989,0.0046553932577587,0.00226679183720269,-0.00674129757423145,0.0101291064092201,0.0106824975689058,0.00531786384783417,0.0129024916435185
-0.00033702448824605,-0.00039681679362755,0.00392347539501351,0.00173900327919821,0.00684342980628649,0.0184522663783079,0.00269169960117058,0.00446636781346875
0.00105144307791223,0.00149248075426333,0.00148044533425603,0.000793925498847642,0.00580365935098151,0.00690122051163531,0.0022211511503482,0.00761035076706569
-0.00137516690310123,-0.0032710794815209,-0.00329397570639017,-0.00566848993886901,0.0111399175233183,0.0107260644828512,0.0172578650055362,0.0216858298610151
4.12300042204931e-05,-0.000249720153369818,0.00151201220660467,0.00404378334291384,0.00651326191600142,0.00595582896076359,0.00355473541194405,0.00848361283055273
0.000479052020998721,0.000715325090172946,0.00483485993814713,0.00305741602488009,0.00563529620357126,0.00571130848043489,0.00333572329834918,0.00660077748459478
0.000377377237576621,0.000310563482605891,0.0100551513610637,0.00314223004109876,0.00719910796111557,0.00797467514839715,0.0188919966030219,0.00755517628678738
-0.000204936027656599,0.000290834669909889,-0.00031477265839669,-0.000121807767994502,0.0107505348198186,0.0102389724182956,0.00999913922382488,0.00910671464836656
0.00082692646183338,0.000796657401082062,0.00184367090075803,-0.00186823134188842,0.00622110182256588,0.00632250885237884,0.00384343221034255,0.00890949126931397
0.00196870536217095,0.00165153135932225,0.00382136871728354,-0.00295866433076252,0.00948119963068995,0.00830245466890434,0.00377859197133319,0.00835667482339201
-0.00103975790600684,-0.00209269356000938,-0.00298701985672516,-0.000695458263016664,0.00723269323459336,0.00820868083039896,0.0109403782590824,0.00918513131356529
0.000700770749682384,0.00103777818225987,0.00290473556464314,0.013549073411675,0.0100385448506064,0.0087865922766245,0.00670890906525737,0.0119303575543694
-0.00204408353455943,-0.00179395879570359,0.00348661616067256,-0.00216108008940128,0.00988473821920215,0.00893218041468243,0.00305046847074416,0.00766672687426578
0.00102522459646889,0.00142293899296884,-0.000904753765569581,0.000999320784548211,0.00848179285951615,0.00859393353734593,0.00371602311908448,0.00575198761933709
-0.00368187084699724,-0.00427141045617983,0.00243943805140729,0.00173600208630601,0.010908809256169,0.0126447460244007,0.00348899828583919,0.00687664485637047
-0.00278850547568389,-0.00204336437752958,0.00604622452252219,-0.00163841690399554,0.0102489101661497,0.00844627880340074,0.00781316406440277,0.011599533578228
-0.000633888061037516,-0.000972720200548609,0.00343480623580819,0.00303737264975479,0.00728721740997714,0.00784685823577596,0.00281383740612454,0.00925946172068514
-0.00298746602464212,-0.00115836655469952,0.000401813596339349,-0.0018169736307474,0.00552626472458762,0.00611020630266361,0.00254590475463228,0.00774979900690052
0.000738987644334206,0.000504468476918944,0.000430021461340314,0.00611015598002875,0.00485147980628161,0.0047687684253162,0.00335033994539513,0.00718767632208068
-0.00182415317078773,-0.00222607770275996,-0.000190892057972229,0.00496410903154794,0.00674528130692574,0.00718484914031665,0.00451741691257316,0.00680198911018647
0.00147475328035684,0.00024827387288063,0.00408416578395503,-0.0150516812098666,0.0109895745364031,0.00766864480637426,0.0210256008372963,0.0869149805940928
-0.000203561975925497,-1.16605360860621e-06,-0.00150770358451342,0.0037315680311852,0.00626970678051684,0.00622238408001195,0.00627075229296262,0.007509525110415
-9.20369135564559e-05,-0.000940130274860948,0.000991176064372291,0.00379250892407671,0.00417939583981119,0.00353300165101051,0.00287251544173213,0.00604124035915525
0.00348378531354385,0.00353729762025083,0.000521684622681024,-0.00493065195584411,0.00853083616918008,0.00795291080952786,0.00993993244247206,0.0120236984425277
0.0019910536637866,0.00171401967706506,0.00242453706337862,0.000148865583084884,0.00562136543654366,0.00544080232527252,0.00451485571988904,0.00841190992603707
-0.00138043350700556,-3.73475530056846e-05,-5.21070760171932e-05,-0.0268419846584954,0.0131769905919167,0.0165819269869437,0.00355111722280518,0.0177941384205247
-0.000379752392773007,0.000536475519279157,0.00580865012941104,-0.00358530437535094,0.0123691333220345,0.0125840280966027,0.00398291519259338,0.0142821081657894
0.00051807027280306,0.000866464054167213,0.00377538680461126,0.0003544285174042,0.0053406501269724,0.00560505329244404,0.00343425490462838,0.00707316792320616
-3.50631222686981e-05,0.000368240762222381,-0.00178289130623544,0.00251432830351853,0.00414456182844979,0.0044280015938357,0.0028149696488618,0.00603217420891996
0.000702605690805562,0.00107691374806751,0.00284312589676163,0.00724256353715864,0.00476247834812434,0.00566899076059278,0.00479174712094863,0.00922026981342428
-0.00450580677670669,-0.00437809358124007,-0.00173819885035936,0.00466615632617169,0.0131018247295517,0.0125188732050126,0.00542365285066375,0.0108573497758231
0.00306622945473115,0.00241411704562373,-0.00207200999003421,-0.00139304656578088,0.00992258246880371,0.0124060814817156,0.00572004760174342,0.0059363620057628
-0.00130118373135731,-0.000651039090808609,-0.00135778206981888,0.000210767855775859,0.0113706022927461,0.0107661404979721,0.00637753474011192,0.00786116706198526
0.00252804769600791,0.00143388689840428,0.000735885917802183,0.000418129718403436,0.00982638904739176,0.010337085323771,0.0039587078150445,0.00564370828409769
-0.00343326439982423,-0.00563283407230188,0.00264160334229518,-0.00592125150183326,0.0113048560410933,0.0161607785159566,0.00640131417625335,0.015753658610767
0.00253781008172274,0.00243126123067489,0.00481193874021125,0.0037809230530585,0.00612976895064962,0.00540452582083354,0.00352958248343793,0.00782185763429888
0.00198410136306856,0.00160878632740099,0.000811128284028809,-0.0099692035235385,0.0143692120744334,0.013705445203506,0.00660412799308169,0.0145791417732351
-0.0033823245952955,-0.00490904210303492,-0.00237458060323055,-0.0169721458652362,0.0200499590948295,0.0228958475731018,0.00596929855192936,0.014391920992705
-0.0038677409492147,-0.00236386116171924,0.00210844657549169,-0.00775169449166646,0.0126409303548997,0.012274514899959,0.00591290327866051,0.0150830779261546
7.24055811190892e-05,0.000504026015102987,0.00485507199718547,-0.000239845006801337,0.00978712632814394,0.0105390642403153,0.00275937309353666,0.00765392758064303
0.00218245748633654,0.00322676738375677,0.00174184302034278,0.000575246759220804,0.00500481062159018,0.00519469736891257,0.00332074065634305,0.0077511202683058
0.000481595156833867,0.000780649169759313,0.00445957793621324,0.00564337615521189,0.00366854749136344,0.00430207060919391,0.00476489844348169,0.00633998217829705
0.00268241513324487,0.00165341615754741,-0.000415275578031294,-0.00160523784122251,0.00989775748540345,0.0101978218539682,0.00508954906309185,0.0111475292634051
-0.000931651998271259,-0.000864388999392634,0.00534836865077027,-0.0107146902249144,0.00705287750301083,0.00645736739317544,0.00339322270900927,0.0109319802595249
0.000332604628778583,0.000256648280205063,-0.000823266251121743,0.00441938884832417,0.00762929606501004,0.00958079238702306,0.0185306636720778,0.00726156121848119
0.00114093568035436,0.000973462705055754,0.00112879303858779,0.0041616016026633,0.00680196614417055,0.00696095481056888,0.00465716713775489,0.00562167729292283
0.000961000991474589,0.0013996892905146,-0.0013444420904967,0.00210452077855794,0.00640570625850459,0.00561766836708522,0.00228991739336455,0.00554532243926762
-0.00162951516434359,-0.00102826543120672,-0.000277211787071807,-0.00947975259544099,0.017067512191126,0.0168016403804383,0.0051892463127421,0.00962019796605276
-0.00120736145644977,-0.000409617329107099,0.000763720480138438,0.000617576221500365,0.00552706864895365,0.00631135222402271,0.011323921979676,0.0228179415705266
-0.0024007827251481,-0.00255831533573409,0.00362833374403667,0.00590435929465943,0.00600301499849714,0.0050154025015645,0.00295540071920131,0.00640054865376537
0.00146842103593358,0.000676187818436851,0.0019229108797375,0.0044642826203809,0.00462112388712021,0.00387928899806174,0.00343155128783437,0.00685217886093523
5.22503274311228e-05,0.000300319902348766,0.00140987275964991,0.0062267010539848,0.00827584878530667,0.00690951584674068,0.00368157787166798,0.00730906937766074
0.0038218951763377,0.00308930655218118,0.00301220855099736,-0.0113284412204258,0.011950919731658,0.013857878107954,0.00456058433213396,0.0121883037301428
-0.000534091047285994,-0.000814997489525418,-0.00341302824504966,0.00226113988860004,0.00766174220519198,0.00705251294263256,0.0289842352500582,0.00991146807899273
0.000345998072999106,-9.86057568616455e-05,0.00084088720665562,0.00222311828997355,0.00654512900626208,0.00590483170960435,0.00298057986408049,0.0061039113979353
0.0033536693884684,0.0030324158555245,-0.000747914070854105,-0.000927745926898478,0.0115357202648152,0.0106201871001468,0.00668444577236894,0.0106109913137889
0.00170942470662018,0.000770046546652489,0.00683392983800203,0.000545590022522334,0.0129348421313427,0.0142967214138459,0.00907236694067417,0.00605986554877468
0.000686229891193336,0.000707189551886796,0.00257423267004289,-0.00180612730917119,0.0118445174033245,0.0118071201790532,0.00537265956566939,0.0101856036752255
6.29741087438808e-05,0.00100151479094573,0.00130235820086036,0.00121241285756906,0.00362310316392066,0.00481776879367037,0.00237821218197589,0.00621348317022418
0.0025162604624711,0.00161625709239959,0.00195107121870185,-0.0176827371031652,0.0121395556035111,0.0114675503454355,0.00382647036379855,0.0169040115577448
-0.00141686743069784,-0.000998805186862234,0.00077925662870725,-0.00582780103798724,0.0136934982741575,0.015088028595919,0.00355957788615103,0.00841381348807864
-0.00104821833102145,-0.00316942866513737,0.0019432582869524,-0.0230672809088563,0.019446098170552,0.0232494951133186,0.00647276310104469,0.0114973173099621
0.00251364782189222,0.00272722513375387,0.00616745899223403,0.00808778198297519,0.00725920416721933,0.00732057348218992,0.00556226065125004,0.00540046235680016
-0.000463047923041141,-0.000157623394177872,0.00464817730961696,0.00435608086228064,0.00686432709964395,0.00710118131544512,0.00384703661185305,0.00511839689593881
-0.00301352869128257,-0.00271223764137062,-0.00601707171775072,0.00889420259829382,0.0116118099551009,0.0108720401474673,0.00383694100888616,0.0123584869852431
-0.00139796004254711,-0.00316907177604746,0.00218031087188566,-0.00662049459563351,0.0147893857481859,0.0127871354664895,0.00371808822382714,0.0104705453173598
0.000457336500958079,-0.000133121897170025,0.00162086282399668,0.00423389255340589,0.0111822384580415,0.0108211540944219,0.00806810270187954,0.0172223471281263
-0.000721993229877389,0.00174792969078351,-0.00902677723018913,0.00451004515235075,0.0187772624850722,0.0205006056480087,0.00940950924422066,0.0118855057773405
-0.00166428341491077,-0.00187503927443966,0.00467301497391762,0.00324450134671246,0.00522905125719025,0.0056016460199208,0.00330949196448653,0.00504685866671638
0.000381508717117982,0.000625293555498638,0.000659835030145204,-0.00384655253609454,0.00933105041807497,0.00955208727900487,0.00475184556331618,0.00810117775141464
